5,89055
4,89242
5,89430
4,89617
3,89805
5,89992
4,90180
3,90367
3,90555
6,90742
5,91117
4,91492
2,91867
2,92055
3,92242
4,92617
5,92805
4,92992
2,93180
3,93180
4,93273
5,93273
2,93461
3,93461
4,93555
5,93555
2,93742
3,93742
6,93930
2,94305
3,94398
4,94492
5,94586
2,94680
3,94773
4,94867
5,94961
2,95055
3,95148
4,95242
5,95336
2,95430
3,95523
4,95617
5,95711
4,96180
5,96180
2,96273
3,96273
4,96461
5,96461
2,96555
3,96555
4,96742
5,96742
1,96930
2,97305
3,97398
4,97492
5,97586
2,97680
3,97773
4,97867
5,97961
2,98055
3,98148
4,98242
5,98336
2,98430
3,98523
4,98617
5,98711
2,98805
3,98898
4,98992
5,99086
2,99180
3,99180
4,99273
5,99273
2,99461
3,99461
4,99555
5,99555
2,99742
3,99742
6,99930
2,100305
3,100398
4,100492
5,100586
2,100680
3,101055
4,101430
5,101805
4,102180
5,102180
2,102273
3,102273
4,102461
5,102461
2,102555
3,102555
4,102742
5,102742
5,103305
4,103398
3,103492
2,103586
5,103680
5,103867
4,104148
4,104336
2,104523
2,104711
4,104805
4,104992
4,105555
6,105555
5,105555
2,106117
3,106117
1,106117
2,106680
3,106680
6,106680
4,107242
5,107242
1,107242
4,107805
3,107898
5,107992
2,108086
6,108555
2,108555
3,108555
1,109117
4,109117
5,109117
4,109680
3,109867
5,110055
2,110242
4,110430
5,110430
4,111180
3,111367
2,111555
3,111742
4,111930
5,112117
6,112305
5,112492
3,112680
2,112867
1,113055
2,113242
4,113430
5,113617
4,113711
2,113805
5,114180
4,114180
2,114367
3,114367
5,114555
4,114555
2,114742
3,114742
6,114930
5,114930
1,115117
2,115117
6,115305
5,115305
1,115492
2,115492
4,115680
3,116055
4,116430
3,116805
2,117180
3,117367
4,117555
5,117742
2,117930
3,118117
4,118305
5,118492
3,118680
4,118773
3,118867
5,119055
4,119148
3,119242
2,119336
5,119430
4,119805
2,120180
3,120180
4,120555
4,120930
5,120930
5,121305
4,121398
3,121492
2,121586
4,121680
3,121773
2,121867
1,121961
5,122055
4,122148
3,122242
2,122336
6,122430
5,122523
4,122617
3,122711
5,122805
4,122898
3,122992
4,123086
2,123180
3,123273
4,123367
5,123461
3,123555
4,123648
5,123742
6,123836
2,123930
3,123930
1,124305
2,124398
3,124492
4,124586
5,124680
6,124773
1,124867
2,124961
3,125055
4,125148
5,125242
6,125336
2,125430
3,125430
2,126180
3,126180
5,126555
6,126742
2,126930
3,126930
4,127117
5,127305
4,127398
2,127492
3,127586
5,127680
4,127773
2,127867
3,127961
5,128055
4,128148
2,128242
3,128336
2,128430
3,128523
4,128617
5,128711
2,128805
3,128898
4,128992
3,129086
5,129180
4,129273
3,129367
2,129461
5,129555
4,129648
3,129742
2,129836
5,130117
2,130305
3,130305
2,130680
3,130680
3,131055
4,131148
3,131242
4,131336
5,131430
6,131430
1,131430
2,131430
2,132180
3,132180
4,132555
5,132930
5,133023
5,133117
6,133305
4,133680
3,134055
4,134242
3,134336
6,134617
5,134664
4,134711
4,135180
5,135180
3,135555
2,135930
2,136023
2,136117
1,136305
4,136680
3,137055
4,137430
5,137430
2,137805
3,137805
4,138180
5,138180
2,138555
3,138555
4,138930
5,138930
2,139305
3,139305
2,139398
3,139398
4,139680
5,139680
4,140055
5,140055
4,140242
5,140242
4,140430
5,140430
3,140617
4,140805
4,141180
5,141180
2,141367
3,141367
4,141555
5,141555
2,141742
3,141742
4,141930
5,141930
2,142117
3,142117
4,142305
5,142305
2,142492
3,142492
4,142867
3,143055
4,143242
3,143430
4,143617
5,143617
2,143805
3,143805
1,144180
2,144180
3,144180
4,144180
5,144180
6,144180
